username,visited,nomadlist_recommends
@mallorymcgowan,"['San Diego, CA,  United States', 'Seattle, WA,  United States', 'Frankfurt,  Germany', 'Neunkirchen,  Germany', 'Munich,  Germany', 'Lahr,  Germany', 'Paris,  France', 'Mallorca,  Spain', 'New York City, NY,  United States', 'Nassau,  The Bahamas', 'Orlando, FL,  United States', 'Miami, FL,  United States', 'Great Stirrup Cay,  The Bahamas', 'Nassau,  The Bahamas', 'Freeport,  The Bahamas', 'Miami, FL,  United States']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@jiri_bartos,"['Buenos Aires,  Argentina', 'Buenos Aires,  Argentina', 'Salta,  Argentina', 'Tucuman,  Argentina', 'Cordoba,  Argentina', 'Neuquén,  Argentina', 'San Carlos de Bariloche,  Argentina', 'Buenos Aires,  Argentina']","['Bangkok, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@hhamilton,"['Almont,  United States', 'Colorado Springs, CO,  United States', 'Cheyenne, WY,  United States', 'Lincoln, NE,  United States', 'Houghton,  United States', 'Minneapolis, MN,  United States', 'Houghton,  United States', 'Traverse City,  United States', 'Houghton,  United States', 'Nashville, TN,  United States', 'New York City, NY,  United States', 'Houghton,  United States', 'Gunnison,  United States', 'Austin, TX,  United States', 'Crested Butte,  United States', 'Lisbon,  Portugal']","['Bangkok, Thailand', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@zlat,"['Astana,  Kazakhstan', 'Tallinn,  Estonia', 'Bishkek,  Kyrgyzstan', 'Istanbul,  Turkey', 'Kyiv,  Ukraine', 'Krasnoyarsk,  Russia', 'Kazan,  Russia', 'Moscow,  Russia']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Tbilisi, Georgia', 'Amsterdam, Netherlands']"
@cheney,"['Seoul,  South Korea', 'Budapest,  Hungary', 'Hannover,  Germany', 'Nice,  France', 'Budapest,  Hungary', 'Manchester,  United Kingdom', 'Seoul,  South Korea']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Athens, Greece', 'Tokyo, Japan', 'Berlin, Germany', 'Prague, Czechia']"
@aronbury,"['Melbourne,  Australia', 'Taipei,  Taiwan', 'Hong Kong Island,  Hong Kong', 'Kuala Lumpur,  Malaysia', 'Ubud, Bali,  Indonesia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Malaysia']"
@lutenfree,"['Perth,  Australia', 'Kuala Lumpur,  Malaysia', 'Las Vegas, NV,  United States', 'Ojochal,  Costa Rica']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Berlin, Germany']"
@matei,"['La Manzanilla,  Mexico', 'San José,  Costa Rica', 'La Manzanilla,  Mexico', 'San Miguel de Allende,  Mexico', 'La Manzanilla,  Mexico', 'Mazamitla,  Mexico', 'La Manzanilla,  Mexico', 'La Manzanilla,  Mexico', 'Valle de Bravo,  Mexico', 'Mexico City,  Mexico', 'Sion,  Switzerland', 'Sion,  Switzerland', 'Rovinj,  Croatia', 'Amsterdam,  Netherlands', 'Menorca,  Spain', 'Agassiz,  Canada']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Berlin, Germany', 'Prague, Czechia', 'Madrid, Spain']"
@cesarhhn,"['Warsaw,  Poland', 'Kraków,  Poland', 'Bratislava,  Slovakia', 'Kosice,  Slovakia', 'Debrecen,  Hungary', 'Oradea,  Romania', 'Cluj,  Romania', 'Edinburgh,  United Kingdom', 'London,  United Kingdom']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@pauloverstreet,"['Barcelona,  Spain', 'Budapest,  Hungary']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Athens, Greece', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@psymon,"['Split,  Croatia', 'Portimão,  Portugal', 'Zanzibar City,  Tanzania', 'Abu Dhabi,  United Arab Emirates', 'Portimão,  Portugal', 'Punta Cana,  Dominican Republic', 'Dubai,  United Arab Emirates', 'Lagos,  Portugal', 'Amsterdam,  Netherlands', 'Los Angeles, CA,  United States', 'Las Vegas, NV,  United States', 'New York,  United States', 'Rio de Janeiro,  Brazil', 'La Paz,  Bolivia', 'Lima,  Peru', 'Gran Canaria, Canary Islands,  Spain']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@jakeberger,"['Budapest,  Hungary', 'Chiang Mai,  Thailand', 'Budapest,  Hungary', 'Phoenix,  United States', 'Bismarck, ']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Athens, Greece', 'Berlin, Germany', 'Prague, Czechia']"
@fredericvc,"['Lisbon,  Portugal', 'Amorgos,  Greece', 'Brussels,  Belgium', 'Barcelona,  Spain', 'Brussels,  Belgium', 'Singapore,  Singapore', 'Ubud, Bali,  Indonesia', 'Jakarta,  Indonesia', 'Zwalm,  Belgium', 'Remagen,  Germany', 'Zwalm,  Belgium', 'Ubud, Bali,  Indonesia', 'Canggu, Bali,  Indonesia', 'Singapore,  Singapore', 'Berlin,  Germany', 'Canggu, Bali,  Indonesia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Tokyo, Japan', 'Hong  Kong, Malaysia', 'Penang, Hungary', 'Budapest, Czechia', 'Prague, Germany']"
@goldsaj,"['Buenos Aires,  Argentina', 'Salvador,  Brazil', 'Tenerife, Canary Islands,  Spain', 'Barcelona,  Spain', 'Tirana,  Albania', 'Saranda,  Albania', 'Corfu,  Greece', 'Saranda,  Albania', 'Bansko,  Bulgaria', 'Lublin,  Poland', 'Oxford,  United Kingdom', 'Barcelona,  Spain', 'Galapagos Islands,  Ecuador', 'Buenos Aires,  Argentina', 'Barcelona,  Spain', 'Mankato,  United States']","['Bangkok, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Mexico  City, Mexico', 'Budapest, Hungary', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@mhellstrom,"['Amsterdam,  Netherlands', 'Utrecht,  Netherlands', 'Tbilisi,  Georgia', 'Tallinn,  Estonia']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Madrid, Spain', 'Istanbul, Turkey']"
@markwlewis,"['Istanbul,  Turkey', 'San Francisco, CA,  United States', 'San Francisco, CA,  United States', 'Lake Tahoe, CA,  United States', 'Asheville, NC,  United States', 'San Francisco, CA,  United States', 'Los Cabos Municipality,  Mexico', 'Miami, FL,  United States', 'Durham,  United States', 'George Town,  Cayman Islands', 'Tanzania, ', 'Doha,  Qatar', 'Oaxaca,  Mexico', 'Exuma,  The Bahamas', 'Orlando, FL,  United States', 'Asheville, NC,  United States']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany']"
@jimcaruso,"['Atlanta, GA,  United States', 'Chicago, IL,  United States', 'Asheville, NC,  United States', 'Winston Salem,  United States', 'Baltimore, MD,  United States', 'Asheville, NC,  United States', 'Asheville, NC,  United States', 'Gainesville,  United States', 'Denver, CO,  United States', 'Athens,  United States', 'Asheville, NC,  United States', 'Asheville, NC,  United States', 'Asheville, NC,  United States', 'Asheville, NC,  United States', 'Gainesville,  United States', 'San Francisco, CA,  United States']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@imthath,"['Tirunelveli,  India', 'Kochi,  India', 'Medina,  Saudi Arabia', 'Manama,  Bahrain', 'Kochi,  India', 'Mecca,  Saudi Arabia', 'Medina,  Saudi Arabia', 'Thiruvananthapuram,  India', 'Tirunelveli,  India', 'Dubai,  United Arab Emirates', 'Coimbatore,  India', 'Tirunelveli,  India', 'Tenkasi,  India']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@jongjinchoi,"['Chuncheon-si,  South Korea', 'Seoul,  South Korea', 'Tokyo,  Japan', 'Seoul,  South Korea', 'Chiang Mai,  Thailand', 'Seoul,  South Korea', 'Ubud, Bali,  Indonesia', 'Kuala Lumpur,  Malaysia']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Canggu, Indonesia', 'Hong  Kong, Hungary', 'Budapest, Germany', 'Berlin, Netherlands']"
@lucianogarciaz,"['Barcelona,  Spain', 'Madrid,  Spain', 'Portimão,  Portugal', 'Granada,  Spain', 'Malaga,  Spain', 'Tenerife, Canary Islands,  Spain', 'Barcelona,  Spain', 'Tucuman,  Argentina', 'Barcelona,  Spain', 'Valencia,  Spain']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Mexico  City, Mexico', 'Athens, Greece', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@rieckpil,"['Ubud, Bali,  Indonesia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Berlin, Germany']"
@sylvies,"['Kochi,  India', 'Chiang Mai,  Thailand', 'Kochi,  India']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Hungary']"
@jblemee,"['Paris,  France', 'Christchurch,  New Zealand', 'Auckland,  New Zealand', 'Papeete,  French Polynesia', 'Tuherahera,  French Polynesia', 'Ōuturoa,  French Polynesia', 'Huahine,  French Polynesia', 'Punaauia,  French Polynesia', 'Pihaena,  French Polynesia', 'Papeete,  French Polynesia', 'Paris,  France', 'Glyfada,  Greece', 'Paris,  France', 'Pisa,  Italy', 'Florence,  Italy', 'Bologna,  Italy']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Munich, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@magicwan,"['Phuket,  Thailand', 'Bangkok,  Thailand', 'Tenerife, Canary Islands,  Spain', 'Gran Canaria, Canary Islands,  Spain', 'Madrid,  Spain', 'London,  United Kingdom', 'Bergen,  Norway', 'Oslo,  Norway']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany']"
@bjoentrepreneur,"['Jakarta,  Indonesia', 'Bangkok,  Thailand', 'Ho Chi Minh City,  Vietnam', 'Bangkok,  Thailand', 'Sankt Wendel,  Germany', 'Lisbon,  Portugal', 'Nazaré,  Portugal', 'Fátima,  Portugal', 'Tomar,  Portugal', 'Alvaiázere,  Portugal', 'Alvorge,  Portugal', 'Conímbriga,  Portugal', 'Coimbra,  Portugal', 'Águeda Municipality,  Portugal', 'Branca,  Portugal', 'São João da Madeira,  Portugal']","['Chiang  Mai, Thailand', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Hungary']"
@nariolimonario,"['Amsterdam,  Netherlands', 'Moscow,  Russia', 'Lisbon,  Portugal', 'Porto,  Portugal', 'Berlin,  Germany']","['Bangkok, Thailand', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Tbilisi, Georgia', 'Munich, Germany', 'Madrid, Spain', 'Istanbul, Turkey']"
@kevinstorberg,"['Quito,  Ecuador', 'Guatemala City,  Guatemala', 'New York City, NY,  United States', 'Willemstad,  Curaçao', 'Calgary,  Canada', 'Quebec City,  Canada', 'New York City, NY,  United States', 'Bartlett,  United States', 'Santiago,  Chile', 'New York City, NY,  United States', 'Puerto Montt,  Chile', 'Buenos Aires,  Argentina', 'Montevideo,  Uruguay', 'Buenos Aires,  Argentina', 'Medellín,  Colombia', 'Progreso,  Mexico']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@antoniotourino,"['Phuket,  Thailand', 'Canggu, Bali,  Indonesia', 'Kuala Lumpur,  Malaysia', 'Gran Canaria, Canary Islands,  Spain', 'Valencia,  Spain', 'Lisbon,  Portugal', 'Bansko,  Bulgaria', 'Zadar,  Croatia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@danigil,"['San Francisco, CA,  United States', 'Hanoi,  Vietnam', 'Canggu, Bali,  Indonesia', 'Bogota,  Colombia', 'Boston, MA,  United States', 'Bogota,  Colombia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Berlin, Germany']"
@alexp59,"['New York City, NY,  United States']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@pedrovelasquez,"['Valencia,  Spain', 'Barcelona,  Spain']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Athens, Greece', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@seje19,"['Lisbon,  Portugal', 'Paris,  France', 'Lisbon,  Portugal', 'Paris,  France']","['Bangkok, Thailand', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain', 'Porto, Portugal']"
@ikhrustalev,"['Moscow,  Russia', 'Munich,  Germany', 'Dubai,  United Arab Emirates', 'Hong Kong,  Hong Kong', 'Seoul,  South Korea', 'Istanbul,  Turkey', 'Yerevan,  Armenia', 'Munich,  Germany', 'Nice,  France', 'Amsterdam,  Netherlands', 'Berlin,  Germany', 'Munich,  Germany', 'Belgrade,  Serbia', 'Herceg Novi,  Montenegro', 'Sarajevo,  Bosnia', 'Belgrade,  Serbia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia']"
@jayseb11,"['Buenos Aires,  Argentina', 'Rio de Janeiro,  Brazil', 'Guadalajara,  Mexico', 'Houston, TX,  United States', 'Medellín,  Colombia', 'Buenos Aires,  Argentina', 'Playa del Carmen,  Mexico', 'Houston, TX,  United States', 'Playa del Carmen,  Mexico', 'Mexico City,  Mexico', 'Houston, TX,  United States', 'Canggu, Bali,  Indonesia', 'Lviv,  Ukraine', 'Kraków,  Poland', 'Prague,  Czechia', 'Vienna,  Austria']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain', 'Ubud, Indonesia']"
@manuelrdsg,"['Madrid,  Spain', 'London,  United Kingdom', 'Madrid,  Spain', 'Havana,  Cuba', 'Trinidad,  Cuba', 'Madrid,  Spain', 'Berlin,  Germany', 'Cologne,  Germany', 'Strasbourg,  France', 'Paris,  France', 'Lyon,  France', 'Toulouse,  France', 'Barcelona,  Spain', 'Madrid,  Spain', 'London,  United Kingdom']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Munich, Germany', 'Amsterdam, Netherlands']"
@jurn,"['Chiang Mai,  Thailand', 'Zurich,  Switzerland', 'Lucerne,  Switzerland', 'Grindelwald,  Switzerland', 'Interlaken,  Switzerland', 'Zermatt,  Switzerland', 'Argegno,  Italy', 'Manarola,  Italy', 'Florence,  Italy', 'Rome,  Italy', 'Vatican City,  Vatican City', 'The Hague,  Netherlands', 'Athens,  Greece', 'The Hague,  Netherlands', 'Bangkok,  Thailand', 'Bangkok,  Thailand']","['Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Penang, Malaysia', 'Ko  Ngan, Thailand', 'Berlin, Germany', 'Madrid, Spain', 'Ubud, Indonesia']"
@yuriramos,"['Kyiv,  Ukraine', 'Budapest,  Hungary', 'Barcelona,  Spain']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Warsaw, Poland', 'Athens, Greece', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@unbound,"['Amsterdam,  Netherlands']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Madrid, Spain', 'Istanbul, Turkey']"
@marikohm,"['Singapore,  Singapore', 'Medellín,  Colombia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Buenos  Aires, Argentina', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Canggu, Indonesia']"
@taniahonchar,"['Athens,  Greece', 'Sliema,  Malta', 'Kyiv,  Ukraine', 'Bratislava,  Slovakia', 'Brussels,  Belgium', 'Berlin,  Germany', 'Barcelona,  Spain', 'Sliema,  Malta', 'Kyiv,  Ukraine', 'Sliema,  Malta', 'Sofia,  Bulgaria', 'Sliema,  Malta', 'Warsaw,  Poland', 'Kyiv,  Ukraine', 'Budapest,  Hungary', 'Sliema,  Malta']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Kuala  Lumpur, Malaysia', 'Mexico  City, Mexico', 'Kraków, Poland', 'Tokyo, Japan', 'Prague, Czechia', 'Madrid, Spain']"
@ethansayagh,"['Paris,  France', 'Cusco,  Peru', 'Paris,  France', 'Tel Aviv,  Israel', 'London,  United Kingdom', 'Athens,  Greece', 'Tel Aviv,  Israel', 'Liège,  Belgium', 'Tel Aviv,  Israel', 'Budapest,  Hungary', 'London,  United Kingdom', 'Tel Aviv,  Israel', 'Mons,  Belgium', 'Budapest,  Hungary', 'Tel Aviv,  Israel', 'Brussels,  Belgium']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Berlin, Germany', 'Prague, Czechia']"
@mkalygin,"['Dubai,  United Arab Emirates', 'Moscow,  Russia', 'Antalya,  Turkey', 'New York City, NY,  United States', 'Chicago, IL,  United States', 'Yellowstone National Park,  United States', 'Las Vegas, NV,  United States', 'Yosemite National Park,  United States', 'San Francisco, CA,  United States', 'Los Angeles, CA,  United States', 'Hong Kong,  Hong Kong', 'Siem Reap,  Cambodia', 'Singapore,  Singapore', 'Ko Samui,  Thailand', 'Bangkok,  Thailand', 'Cappadocia,  Turkey']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary']"
@dmfenn,"['Lisbon,  Portugal', 'Boulder, CO,  United States', 'Seattle, WA,  United States', 'Portland, OR,  United States', 'Auckland,  New Zealand', 'Los Angeles, CA,  United States', 'Budapest,  Hungary', 'Milan,  Italy', 'Los Angeles, CA,  United States', 'Paris,  France', 'Tokyo,  Japan']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@imuniquebella,"['Paris,  France', 'Rome,  Italy', 'San Diego, CA,  United States', 'Tulum,  Mexico', 'Cape Town,  South Africa', 'Gran Canaria, Canary Islands,  Spain', 'Paris,  France', 'Canggu, Bali,  Indonesia', 'Raesfeld,  Germany']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@travlerspirit,"['Istanbul,  Turkey']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Tbilisi, Georgia']"
@gonzaalcaraz,"['Glasgow,  United Kingdom', 'Madrid,  Spain', 'Belgrade,  Serbia', 'Budapest,  Hungary', 'Vienna,  Austria', 'Ibiza,  Spain', 'Gran Canaria, Canary Islands,  Spain', 'Lleida,  Spain', 'Prague,  Czechia', 'Lleida,  Spain', 'Barcelona,  Spain', 'Buenos Aires,  Argentina', 'London,  United Kingdom', 'Munich,  Germany', 'Barcelona,  Spain', 'Valencia,  Spain']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Medellín, Colombia', 'Mexico  City, Mexico', 'Athens, Greece', 'Tokyo, Japan', 'Amsterdam, Netherlands', 'Istanbul, Turkey']"
@mathieu,"['Taipei,  Taiwan', 'Seoul,  South Korea', 'Jeju Island,  South Korea', 'Busan,  South Korea', 'Osaka,  Japan', 'Tokyo,  Japan', 'São Paulo,  Brazil', 'Brittany,  France', 'Porto,  Portugal', 'Lisbon,  Portugal', 'Brittany,  France', 'Chicago, IL,  United States', 'Montreal,  Canada', 'Brittany,  France', 'Pushkar,  India', 'Kathmandu,  Nepal']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Hong  Kong, Hungary', 'Budapest, Germany', 'Berlin, Czechia']"
@scott739,"['Chiang Mai,  Thailand']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Hungary']"
@ctbrown5,"['Lisbon,  Portugal', 'Panama City,  Panama', 'Berlin,  Germany', 'San Juan del Sur,  Nicaragua', 'New York City, NY,  United States']","['Bangkok, Thailand', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@forevernomad,"['Vancouver,  Canada', 'Munich,  Germany', 'Vancouver,  Canada', 'Kuala Lumpur,  Malaysia', 'Tokyo,  Japan', 'New York City, NY,  United States', 'Playa del Carmen,  Mexico', 'Chiang Mai,  Thailand', 'Paris,  France', 'Calgary,  Canada', 'Vancouver,  Canada', 'Vancouver,  Canada']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@mikemancilla,"['Puerto Vallarta,  Mexico', 'Guadalajara,  Mexico', 'Oaxaca,  Mexico']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Buenos  Aires, Argentina', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Berlin, Germany']"
@glebgordeev,"['Canggu, Bali,  Indonesia', 'Madrid,  Spain', 'Fuerteventura, Canary Islands,  Spain', 'Barcelona,  Spain', 'Berlin,  Germany']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Budapest, Hungary', 'Prague, Czechia', 'Munich, Germany', 'Amsterdam, Netherlands']"
@hatchelt,"['Skopje,  North Macedonia', 'Pristina,  Kosovo', 'Skopje,  North Macedonia', 'Penzance,  United Kingdom', 'Nottingham,  United Kingdom', 'Tirana,  Albania', 'Nottingham,  United Kingdom', 'Riga,  Latvia', 'Tallinn,  Estonia']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Athens, Greece', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Helsinki, Finland']"
@theotherbarry,"['Sunshine Coast,  Australia', 'Ubud, Bali,  Indonesia', 'Sunshine Coast,  Australia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Berlin, Germany']"
@samuelg,"['Stockholm,  Sweden']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Helsinki, Finland', 'Amsterdam, Netherlands']"
@alexlisman,"['Iguazu Falls,  Argentina', 'Buenos Aires,  Argentina', 'Colonia del Sacramento,  Uruguay', 'Buenos Aires,  Argentina', 'Cordoba,  Argentina', 'Buenos Aires,  Argentina', 'Bucharest,  Romania', 'Gran Canaria, Canary Islands,  Spain', 'Istanbul,  Turkey']","['Bangkok, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@noelmarie,"['Oaxaca,  Mexico', 'Mexico City,  Mexico', 'New York City, NY,  United States', 'Cartagena,  Colombia', 'New York City, NY,  United States', 'West Palm Beach, FL,  United States', 'Los Angeles, CA,  United States', 'New York City, NY,  United States', 'Ubud, Bali,  Indonesia', 'New York City, NY,  United States', 'Fort Lauderdale, FL,  United States', 'New York City, NY,  United States', 'Sydney,  Australia', 'Ubud, Bali,  Indonesia']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary']"
@nikobon,"['Istanbul,  Turkey']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Tbilisi, Georgia']"
